state,year,metric,value
Assam,2016,Stamps & Registration,226.78
Assam,2016,State Excise,963.81
Assam,2016,Total Revenue Receipts,49219.81
Assam,2017,Capital: Internal Debt,8377.5
Assam,2017,Capital: Loan Recoveries,4.71
Assam,2017,Capital: Loans from Centre,69.57
Assam,2017,Capital: Misc Receipts,0.0
Assam,2017,Capital: Public Debt Receipts,8447.07
Assam,2017,FC Grant: Health,0.0
Assam,2017,FC Grant: Others,0.0
Assam,2017,FC Grant: Revenue Deficit,0.0
Assam,2017,FC Grant: Rural Local Bodies,740.89
Assam,2017,FC Grant: SDMF,0.0
Assam,2017,FC Grant: SDRF,456.3
Assam,2017,FC Grant: Urban Local Bodies,85.8672
Assam,2017,Grants in Aid,14541.91
Assam,2017,Motor Vehicle Tax,646.96
Assam,2017,Non-Debt Capital Receipts,4.71
Assam,2017,Non-Tax Revenue,4071.9700000000003
Assam,2017,SGST,4077.67
Assam,2017,SOTR,13215.52
Assam,2017,Sales/Trade Tax,6373.0
Assam,2017,Share in Union Taxes,22301.54
Assam,2017,Stamps & Registration,239.17
Assam,2017,State Excise,1095.16
Assam,2017,Total Revenue Receipts,54130.94
Assam,2018,Capital: Internal Debt,11665.49
Assam,2018,Capital: Loan Recoveries,2.93
Assam,2018,Capital: Loans from Centre,89.16
Assam,2018,Capital: Misc Receipts,0.0
Assam,2018,Capital: Public Debt Receipts,11754.65
Assam,2018,FC Grant: Health,0.0
Assam,2018,FC Grant: Others,0.0
Assam,2018,FC Grant: Revenue Deficit,0.0
Assam,2018,FC Grant: Rural Local Bodies,404.88
Assam,2018,FC Grant: SDMF,0.0
Assam,2018,FC Grant: SDRF,478.8
Assam,2018,FC Grant: Urban Local Bodies,48.5233
Assam,2018,Grants in Aid,14117.17
Assam,2018,Motor Vehicle Tax,765.01
Assam,2018,Non-Debt Capital Receipts,2.93
Assam,2018,Non-Tax Revenue,8221.29
Assam,2018,SGST,8393.04
Assam,2018,SOTR,15924.85
Assam,2018,Sales/Trade Tax,4698.74
Assam,2018,Share in Union Taxes,25215.85
Assam,2018,Stamps & Registration,240.72
Assam,2018,State Excise,1399.84
Assam,2018,Total Revenue Receipts,63479.16
Assam,2019,Capital: Internal Debt,14143.29
Assam,2019,Capital: Loan Recoveries,7.98
Assam,2019,Capital: Loans from Centre,106.34
Assam,2019,Capital: Misc Receipts,0.0
Assam,2019,Capital: Public Debt Receipts,14249.63
Assam,2019,FC Grant: Health,0.0
Assam,2019,FC Grant: Others,0.0
Assam,2019,FC Grant: Revenue Deficit,0.0
Assam,2019,FC Grant: Rural Local Bodies,3600.57
Assam,2019,FC Grant: SDMF,0.0
Assam,2019,FC Grant: SDRF,503.1
Assam,2019,FC Grant: Urban Local Bodies,500.4002
Assam,2019,Grants in Aid,20705.61
Assam,2019,Motor Vehicle Tax,815.82
Assam,2019,Non-Debt Capital Receipts,7.98
Assam,2019,Non-Tax Revenue,5539.34
Assam,2019,SGST,8755.3
Assam,2019,SOTR,16528.69
Assam,2019,Sales/Trade Tax,4480.96
Assam,2019,Share in Union Taxes,21721.44
Assam,2019,Stamps & Registration,292.65
Assam,2019,State Excise,1650.03
Assam,2019,Total Revenue Receipts,64495.08
Assam,2020,Capital: Internal Debt,16382.36
Assam,2020,Capital: Loan Recoveries,2.56
Assam,2020,Capital: Loans from Centre,1557.82
Assam,2020,Capital: Misc Receipts,0.0
Assam,2020,Capital: Public Debt Receipts,17940.18
Assam,2020,FC Grant: Health,0.0
Assam,2020,FC Grant: Others,0.0
Assam,2020,FC Grant: Revenue Deficit,7578.8963
Assam,2020,FC Grant: Rural Local Bodies,1604.0
Assam,2020,FC Grant: SDMF,0.0
Assam,2020,FC Grant: SDRF,772.0
Assam,2020,FC Grant: Urban Local Bodies,579.0
Assam,2020,Grants in Aid,26239.65
Assam,2020,Motor Vehicle Tax,723.98
Assam,2020,Non-Debt Capital Receipts,2.56
Assam,2020,Non-Tax Revenue,2899.6099999999997
Assam,2020,SGST,8549.02
Assam,2020,SOTR,17133.61
Assam,2020,Sales/Trade Tax,5070.97
Assam,2020,Share in Union Taxes,18629.32
Assam,2020,Stamps & Registration,280.75
Assam,2020,State Excise,2039.94
Assam,2020,Total Revenue Receipts,64902.19
Assam,2021,Capital: Internal Debt,14138.94
Assam,2021,Capital: Loan Recoveries,3099.49
Assam,2021,Capital: Loans from Centre,2531.21
Assam,2021,Capital: Misc Receipts,0.0
Assam,2021,Capital: Public Debt Receipts,16670.15
Assam,2021,FC Grant: Health,272.25
Assam,2021,FC Grant: Others,0.0
Assam,2021,FC Grant: Revenue Deficit,6375.9996
Assam,2021,FC Grant: Rural Local Bodies,1186.0
Assam,2021,FC Grant: SDMF,154.4
Assam,2021,FC Grant: SDRF,617.6
Assam,2021,FC Grant: Urban Local Bodies,309.8
Assam,2021,Grants in Aid,28551.79
Assam,2021,Motor Vehicle Tax,978.21
Assam,2021,Non-Debt Capital Receipts,3099.49
Assam,2021,Non-Tax Revenue,3579.75
Assam,2021,SGST,10579.56
Assam,2021,SOTR,19533.1
Assam,2021,Sales/Trade Tax,4866.68
Assam,2021,Share in Union Taxes,28150.55
Assam,2021,Stamps & Registration,439.46
Assam,2021,State Excise,1939.07
Assam,2021,Total Revenue Receipts,79815.19
Assam,2022,Capital: Internal Debt,23834.4
Assam,2022,Capital: Loan Recoveries,5.07
Assam,2022,Capital: Loans from Centre,4435.62
Assam,2022,Capital: Misc Receipts,0.0
Assam,2022,Capital: Public Debt Receipts,28270.02
Assam,2022,FC Grant: Health,0.0
Assam,2022,FC Grant: Others,0.0
Assam,2022,FC Grant: Revenue Deficit,4890.0
Assam,2022,FC Grant: Rural Local Bodies,1228.0
Assam,2022,FC Grant: SDMF,0.0
Assam,2022,FC Grant: SDRF,648.8
Assam,2022,FC Grant: Urban Local Bodies,588.2
Assam,2022,Grants in Aid,29784.71
Assam,2022,Motor Vehicle Tax,1348.41
Assam,2022,Non-Debt Capital Receipts,5.07
Assam,2022,Non-Tax Revenue,5761.31
Assam,2022,SGST,12564.45
Assam,2022,SOTR,24502.02
Assam,2022,Sales/Trade Tax,6748.61
Assam,2022,Share in Union Taxes,29694.26
Assam,2022,Stamps & Registration,851.51
Assam,2022,State Excise,2525.57
Assam,2022,Total Revenue Receipts,89742.3
Assam,2023,Capital: Internal Debt,38008.67
Assam,2023,Capital: Loan Recoveries,3282.45
Assam,2023,Capital: Loans from Centre,6005.18
Assam,2023,Capital: Misc Receipts,0.0
Assam,2023,Capital: Public Debt Receipts,44013.85
Assam,2023,Electricity Duty,80.31
Assam,2023,FC Grant: Health,0.0
Assam,2023,FC Grant: Others,0.0
Assam,2023,FC Grant: Revenue Deficit,2918.0
Assam,2023,FC Grant: Rural Local Bodies,1241.0
Assam,2023,FC Grant: SDMF,162.2
Assam,2023,FC Grant: SDRF,680.8
Assam,2023,FC Grant: Urban Local Bodies,597.23
Assam,2023,Grants in Aid,22122.9
Assam,2023,Motor Vehicle Tax,1689.8
Assam,2023,Non-Debt Capital Receipts,3282.45
Assam,2023,Non-Tax Revenue,5902.9
Assam,2023,SGST,14653.64
Assam,2023,SOTR,28178.12
Assam,2023,Sales/Trade Tax,7462.99
Assam,2023,Share in Union Taxes,35330.57
Assam,2023,Stamps & Registration,694.78
Assam,2023,State Excise,3038.67
Assam,2023,Total Revenue Receipts,91534.49
Bihar,2013,Capital: Internal Debt,9357.43
Bihar,2013,Capital: Loan Recoveries,15.03
Bihar,2013,Capital: Loans from Centre,549.66
Bihar,2013,Capital: Misc Receipts,0.0
Bihar,2013,Capital: Public Debt Receipts,9907.09
Bihar,2013,Grants in Aid,12584.03
Bihar,2013,Non-Debt Capital Receipts,15.03
Bihar,2013,Non-Tax Revenue,1544.83
Bihar,2013,SOTR,19960.68
Bihar,2013,Share in Union Taxes,34829.11
Bihar,2013,Total Revenue Receipts,68918.65
Bihar,2014,Capital: Internal Debt,13199.28
Bihar,2014,Capital: Loan Recoveries,1493.06
Bihar,2014,Capital: Loans from Centre,718.25
Bihar,2014,Capital: Misc Receipts,0.0
Bihar,2014,Capital: Public Debt Receipts,13917.53
Bihar,2014,Grants in Aid,19146.260000000002
Bihar,2014,Motor Vehicle Tax,963.56
Bihar,2014,Non-Debt Capital Receipts,1493.06
Bihar,2014,Non-Tax Revenue,1557.98
Bihar,2014,SGST,0.0
Bihar,2014,SOTR,20750.23
Bihar,2014,Sales/Trade Tax,8607.16
Bihar,2014,Share in Union Taxes,36963.07
Bihar,2014,Stamps & Registration,2699.49
Bihar,2014,State Excise,3216.58
Bihar,2014,Total Revenue Receipts,78417.54
Bihar,2015,Capital: Internal Debt,17565.04
Bihar,2015,Capital: Loan Recoveries,18.5
Bihar,2015,Capital: Loans from Centre,817.97
Bihar,2015,Capital: Misc Receipts,0.0
Bihar,2015,Capital: Public Debt Receipts,18383.01
Bihar,2015,Grants in Aid,19565.600000000002
Bihar,2015,Motor Vehicle Tax,1081.22
Bihar,2015,Non-Debt Capital Receipts,18.5
Bihar,2015,Non-Tax Revenue,2185.6400000000003
Bihar,2015,SGST,0.0
Bihar,2015,SOTR,25449.18
Bihar,2015,Sales/Trade Tax,10603.4
Bihar,2015,Share in Union Taxes,48922.68
Bihar,2015,Stamps & Registration,3408.57
Bihar,2015,State Excise,3141.75
Bihar,2015,Total Revenue Receipts,96123.1
Bihar,2016,Capital: Internal Debt,20065.17
Bihar,2016,Capital: Loan Recoveries,23.31
Bihar,2016,Capital: Loans from Centre,1511.59
Bihar,2016,Capital: Misc Receipts,0.0
Bihar,2016,Capital: Public Debt Receipts,21576.76
Bihar,2016,Grants in Aid,20559.02
Bihar,2016,Motor Vehicle Tax,1256.67
Bihar,2016,Non-Debt Capital Receipts,23.31
Bihar,2016,Non-Tax Revenue,2403.12
Bihar,2016,SGST,0.0
Bihar,2016,SOTR,23742.26
Bihar,2016,Sales/Trade Tax,11873.51
Bihar,2016,Share in Union Taxes,58880.59
Bihar,2016,Stamps & Registration,2981.95
Bihar,2016,State Excise,29.66
Bihar,2016,Total Revenue Receipts,105584.99
Bihar,2017,Capital: Internal Debt,11770.77
Bihar,2017,Capital: Loan Recoveries,21.89
Bihar,2017,Capital: Loans from Centre,1398.65
Bihar,2017,Capital: Misc Receipts,0.0
Bihar,2017,Capital: Public Debt Receipts,13169.42
Bihar,2017,FC Grant: Health,0.0
Bihar,2017,FC Grant: Others,0.0
Bihar,2017,FC Grant: Revenue Deficit,0.0
Bihar,2017,FC Grant: Rural Local Bodies,3630.39
Bihar,2017,FC Grant: SDMF,0.0
Bihar,2017,FC Grant: SDRF,489.56
Bihar,2017,FC Grant: Urban Local Bodies,405.11
Bihar,2017,Grants in Aid,25720.13
Bihar,2017,Motor Vehicle Tax,1599.51
Bihar,2017,Non-Debt Capital Receipts,21.89
Bihar,2017,Non-Tax Revenue,3506.74
Bihar,2017,SGST,6746.96
Bihar,2017,SOTR,23136.49
Bihar,2017,Sales/Trade Tax,8298.1
Bihar,2017,Share in Union Taxes,65083.38
Bihar,2017,Stamps & Registration,3725.66
Bihar,2017,State Excise,-3.43
Bihar,2017,Total Revenue Receipts,117446.74
Bihar,2018,Capital: Internal Debt,16134.42
Bihar,2018,Capital: Loan Recoveries,1825.4
Bihar,2018,Capital: Loans from Centre,2533.78
Bihar,2018,Capital: Misc Receipts,0.0
Bihar,2018,Capital: Public Debt Receipts,18668.2
Bihar,2018,FC Grant: Health,0.0
Bihar,2018,FC Grant: Others,0.0
Bihar,2018,FC Grant: Revenue Deficit,0.0
Bihar,2018,FC Grant: Rural Local Bodies,4199.71
Bihar,2018,FC Grant: SDMF,0.0
Bihar,2018,FC Grant: SDRF,101.81
Bihar,2018,FC Grant: Urban Local Bodies,473.68
Bihar,2018,Grants in Aid,24651.62
Bihar,2018,Motor Vehicle Tax,2085.94
Bihar,2018,Non-Debt Capital Receipts,1825.4
Bihar,2018,Non-Tax Revenue,4130.5599999999995
Bihar,2018,SGST,15288.06
Bihar,2018,SOTR,29408.14
Bihar,2018,Sales/Trade Tax,6584.24
Bihar,2018,Share in Union Taxes,73603.13
Bihar,2018,Stamps & Registration,4188.61
Bihar,2018,State Excise,-9.63
Bihar,2018,Total Revenue Receipts,131793.45
Bihar,2019,Capital: Internal Debt,27865.8
Bihar,2019,Capital: Loan Recoveries,30.4
Bihar,2019,Capital: Loans from Centre,1279.23
Bihar,2019,Capital: Misc Receipts,0.0
Bihar,2019,Capital: Public Debt Receipts,29145.03
Bihar,2019,FC Grant: Health,0.0
Bihar,2019,FC Grant: Others,0.0
Bihar,2019,FC Grant: Revenue Deficit,0.0
Bihar,2019,FC Grant: Rural Local Bodies,5674.7
Bihar,2019,FC Grant: SDMF,0.0
Bihar,2019,FC Grant: SDRF,1031.12
Bihar,2019,FC Grant: Urban Local Bodies,637.79
Bihar,2019,Grants in Aid,26968.620000000003
Bihar,2019,Motor Vehicle Tax,2712.75
Bihar,2019,Non-Debt Capital Receipts,30.4
Bihar,2019,Non-Tax Revenue,3699.6
Bihar,2019,SGST,15800.53
Bihar,2019,SOTR,30157.98
Bihar,2019,Sales/Trade Tax,6121.43
Bihar,2019,Share in Union Taxes,63406.33
Bihar,2019,Stamps & Registration,4660.98
Bihar,2019,State Excise,-4.14
Bihar,2019,Total Revenue Receipts,124232.53
Bihar,2020,Capital: Internal Debt,29412.3
Bihar,2020,Capital: Loan Recoveries,820.43
Bihar,2020,Capital: Loans from Centre,6502.77
Bihar,2020,Capital: Misc Receipts,0.0
Bihar,2020,Capital: Public Debt Receipts,35915.07
Bihar,2020,FC Grant: Health,0.0
Bihar,2020,FC Grant: Others,0.0
Bihar,2020,FC Grant: Revenue Deficit,0.0
Bihar,2020,FC Grant: Rural Local Bodies,5018.0
Bihar,2020,FC Grant: SDMF,0.0
Bihar,2020,FC Grant: SDRF,1416.0
Bihar,2020,FC Grant: Urban Local Bodies,2416.0
Bihar,2020,Grants in Aid,31763.88
Bihar,2020,Motor Vehicle Tax,2267.75
Bihar,2020,Non-Debt Capital Receipts,820.43
Bihar,2020,Non-Tax Revenue,6201.38
Bihar,2020,SGST,16050.23
Bihar,2020,SOTR,30341.67
Bihar,2020,Sales/Trade Tax,6031.43
Bihar,2020,Share in Union Taxes,59861.41
Bihar,2020,Stamps & Registration,4206.32
Bihar,2020,State Excise,-4.42
Bihar,2020,Total Revenue Receipts,128168.34
Bihar,2021,Capital: Internal Debt,30917.46
Bihar,2021,Capital: Loan Recoveries,27.92
Bihar,2021,Capital: Loans from Centre,9527.44
Bihar,2021,Capital: Misc Receipts,0.0
Bihar,2021,Capital: Public Debt Receipts,40444.9
Bihar,2021,FC Grant: Health,1116.31
Bihar,2021,FC Grant: Others,0.0
Bihar,2021,FC Grant: Revenue Deficit,0.0
Bihar,2021,FC Grant: Rural Local Bodies,3709.0
Bihar,2021,FC Grant: SDMF,283.2
Bihar,2021,FC Grant: SDRF,1132.8
Bihar,2021,FC Grant: Urban Local Bodies,836.25
Bihar,2021,Grants in Aid,28605.83
Bihar,2021,Motor Vehicle Tax,2475.09
Bihar,2021,Non-Debt Capital Receipts,27.92
Bihar,2021,Non-Tax Revenue,3984.34
Bihar,2021,SGST,19264.15
Bihar,2021,SOTR,34854.54
Bihar,2021,Sales/Trade Tax,6871.7
Bihar,2021,Share in Union Taxes,91352.62
Bihar,2021,Stamps & Registration,5223.98
Bihar,2021,State Excise,-1.29
Bihar,2021,Total Revenue Receipts,158797.33
Bihar,2022,Capital: Internal Debt,38128.98
Bihar,2022,Capital: Loan Recoveries,41.49
Bihar,2022,Capital: Loans from Centre,10154.54
Bihar,2022,Capital: Misc Receipts,0.0
Bihar,2022,Capital: Public Debt Receipts,48283.52
Bihar,2022,FC Grant: Health,0.0
Bihar,2022,FC Grant: Others,0.0
Bihar,2022,FC Grant: Revenue Deficit,0.0
Bihar,2022,FC Grant: Rural Local Bodies,3842.0
Bihar,2022,FC Grant: SDMF,148.7
Bihar,2022,FC Grant: SDRF,1189.6
Bihar,2022,FC Grant: Urban Local Bodies,1552.35
Bihar,2022,Grants in Aid,29025.54
Bihar,2022,Motor Vehicle Tax,2935.47
Bihar,2022,Non-Debt Capital Receipts,41.49
Bihar,2022,Non-Tax Revenue,4134.9
Bihar,2022,SGST,23242.93
Bihar,2022,SOTR,44017.73
Bihar,2022,Sales/Trade Tax,9881.25
Bihar,2022,Share in Union Taxes,95509.85
Bihar,2022,Stamps & Registration,6451.06
Bihar,2022,State Excise,1.19
Bihar,2022,Total Revenue Receipts,172688.02
Bihar,2023,Capital: Internal Debt,49545.76
Bihar,2023,Capital: Loan Recoveries,95.94
Bihar,2023,Capital: Loans from Centre,10671.78
Bihar,2023,Capital: Misc Receipts,0.0
Bihar,2023,Capital: Public Debt Receipts,60217.54
Bihar,2023,Electricity Duty,846.45
Bihar,2023,FC Grant: Health,0.0
Bihar,2023,FC Grant: Others,0.0
Bihar,2023,FC Grant: Revenue Deficit,0.0
Bihar,2023,FC Grant: Rural Local Bodies,3852.41
Bihar,2023,FC Grant: SDMF,304.8
Bihar,2023,FC Grant: SDRF,1248.8
Bihar,2023,FC Grant: Urban Local Bodies,2256.5
Bihar,2023,Grants in Aid,26125.0
Bihar,2023,Motor Vehicle Tax,3357.75
Bihar,2023,Non-Debt Capital Receipts,95.94
Bihar,2023,Non-Tax Revenue,5257.05
Bihar,2023,SGST,27677.6
Bihar,2023,SOTR,48360.69
Bihar,2023,Sales/Trade Tax,9370.87
Bihar,2023,Share in Union Taxes,113604.49
Bihar,2023,Stamps & Registration,6347.64
Bihar,2023,State Excise,1.15
Bihar,2023,Total Revenue Receipts,193347.23
Chhattisgarh,2013,Capital: Internal Debt,3917.3
Chhattisgarh,2013,Capital: Loan Recoveries,1637.27
Chhattisgarh,2013,Capital: Loans from Centre,14.59
Chhattisgarh,2013,Capital: Misc Receipts,7.64
Chhattisgarh,2013,Capital: Public Debt Receipts,3931.89
Chhattisgarh,2013,Grants in Aid,4726.16
Chhattisgarh,2013,Non-Debt Capital Receipts,1644.91
Chhattisgarh,2013,Non-Tax Revenue,5101.17
Chhattisgarh,2013,SOTR,14342.71
Chhattisgarh,2013,Share in Union Taxes,7880.22
Chhattisgarh,2013,Total Revenue Receipts,32050.26
Chhattisgarh,2014,Capital: Internal Debt,6430.98
Chhattisgarh,2014,Capital: Loan Recoveries,194.86
Chhattisgarh,2014,Capital: Loans from Centre,8.69
Chhattisgarh,2014,Capital: Misc Receipts,3.03
Chhattisgarh,2014,Capital: Public Debt Receipts,6439.67
Chhattisgarh,2014,Grants in Aid,8987.81
Chhattisgarh,2014,Motor Vehicle Tax,703.48
Chhattisgarh,2014,Non-Debt Capital Receipts,197.89000000000001
Chhattisgarh,2014,Non-Tax Revenue,4929.91
Chhattisgarh,2014,SGST,0.0
Chhattisgarh,2014,SOTR,15707.26
Chhattisgarh,2014,Sales/Trade Tax,8428.61
Chhattisgarh,2014,Share in Union Taxes,8363.03
Chhattisgarh,2014,Stamps & Registration,1023.33
Chhattisgarh,2014,State Excise,2892.45
Chhattisgarh,2014,Total Revenue Receipts,37988.01
Chhattisgarh,2015,Capital: Internal Debt,7105.87
Chhattisgarh,2015,Capital: Loan Recoveries,296.39
Chhattisgarh,2015,Capital: Loans from Centre,145.28
Chhattisgarh,2015,Capital: Misc Receipts,2.84
Chhattisgarh,2015,Capital: Public Debt Receipts,7251.15
Chhattisgarh,2015,Grants in Aid,8061.59
Chhattisgarh,2015,Motor Vehicle Tax,829.22
Chhattisgarh,2015,Non-Debt Capital Receipts,299.22999999999996
Chhattisgarh,2015,Non-Tax Revenue,5214.79
Chhattisgarh,2015,SGST,0.0
Chhattisgarh,2015,SOTR,17074.86
Chhattisgarh,2015,Sales/Trade Tax,8908.36
Chhattisgarh,2015,Share in Union Taxes,15716.47
Chhattisgarh,2015,Stamps & Registration,1185.22
Chhattisgarh,2015,State Excise,3338.4
Chhattisgarh,2015,Total Revenue Receipts,46067.71
Chhattisgarh,2016,Capital: Internal Debt,5098.4
Chhattisgarh,2016,Capital: Loan Recoveries,172.99
Chhattisgarh,2016,Capital: Loans from Centre,381.53
Chhattisgarh,2016,Capital: Misc Receipts,2.37
Chhattisgarh,2016,Capital: Public Debt Receipts,5479.93
Chhattisgarh,2016,Grants in Aid,10261.63
Chhattisgarh,2016,Motor Vehicle Tax,985.27
Chhattisgarh,2016,Non-Debt Capital Receipts,175.36
Chhattisgarh,2016,Non-Tax Revenue,5669.25
Chhattisgarh,2016,SGST,0.0
Chhattisgarh,2016,SOTR,18945.21
Chhattisgarh,2016,Sales/Trade Tax,9927.21
Chhattisgarh,2016,Share in Union Taxes,18809.16
Chhattisgarh,2016,Stamps & Registration,1211.35
Chhattisgarh,2016,State Excise,3443.51
Chhattisgarh,2016,Total Revenue Receipts,53685.25
Chhattisgarh,2017,Capital: Internal Debt,9187.89
Chhattisgarh,2017,Capital: Loan Recoveries,138.59
Chhattisgarh,2017,Capital: Loans from Centre,464.55
Chhattisgarh,2017,Capital: Misc Receipts,3.32
Chhattisgarh,2017,Capital: Public Debt Receipts,9652.44
Chhattisgarh,2017,FC Grant: Health,0.0
Chhattisgarh,2017,FC Grant: Others,0.0
Chhattisgarh,2017,FC Grant: Revenue Deficit,0.0
Chhattisgarh,2017,FC Grant: Rural Local Bodies,1022.18
Chhattisgarh,2017,FC Grant: SDMF,0.0
Chhattisgarh,2017,FC Grant: SDRF,194.25
Chhattisgarh,2017,FC Grant: Urban Local Bodies,243.8
Chhattisgarh,2017,Grants in Aid,12657.16
Chhattisgarh,2017,Motor Vehicle Tax,1180.01
Chhattisgarh,2017,Non-Debt Capital Receipts,141.91
Chhattisgarh,2017,Non-Tax Revenue,6340.42
Chhattisgarh,2017,SGST,4386.56
Chhattisgarh,2017,SOTR,19894.68
Chhattisgarh,2017,Sales/Trade Tax,6449.6
Chhattisgarh,2017,Share in Union Taxes,20754.81
Chhattisgarh,2017,Stamps & Registration,1197.47
Chhattisgarh,2017,State Excise,4054.0
Chhattisgarh,2017,Total Revenue Receipts,59647.07
Chhattisgarh,2018,Capital: Internal Debt,13816.66
Chhattisgarh,2018,Capital: Loan Recoveries,162.32
Chhattisgarh,2018,Capital: Loans from Centre,553.44
Chhattisgarh,2018,Capital: Misc Receipts,5.26
Chhattisgarh,2018,Capital: Public Debt Receipts,14370.1
Chhattisgarh,2018,FC Grant: Health,0.0
Chhattisgarh,2018,FC Grant: Others,0.0
Chhattisgarh,2018,FC Grant: Revenue Deficit,0.0
Chhattisgarh,2018,FC Grant: Rural Local Bodies,1047.86
Chhattisgarh,2018,FC Grant: SDMF,0.0
Chhattisgarh,2018,FC Grant: SDRF,349.58
Chhattisgarh,2018,FC Grant: Urban Local Bodies,282.04
Chhattisgarh,2018,Grants in Aid,12505.96
Chhattisgarh,2018,Motor Vehicle Tax,1204.85
Chhattisgarh,2018,Non-Debt Capital Receipts,167.57999999999998
Chhattisgarh,2018,Non-Tax Revenue,7703.0199999999995
Chhattisgarh,2018,SGST,8203.41
Chhattisgarh,2018,SOTR,21427.26
Chhattisgarh,2018,Sales/Trade Tax,4087.72
Chhattisgarh,2018,Share in Union Taxes,23458.69
Chhattisgarh,2018,Stamps & Registration,1108.46
Chhattisgarh,2018,State Excise,4489.03
Chhattisgarh,2018,Total Revenue Receipts,65094.93
Chhattisgarh,2019,Capital: Internal Debt,19308.36
Chhattisgarh,2019,Capital: Loan Recoveries,256.78
Chhattisgarh,2019,Capital: Loans from Centre,279.17
Chhattisgarh,2019,Capital: Misc Receipts,4.7
Chhattisgarh,2019,Capital: Public Debt Receipts,19587.53
Chhattisgarh,2019,FC Grant: Health,0.0
Chhattisgarh,2019,FC Grant: Others,0.0
Chhattisgarh,2019,FC Grant: Revenue Deficit,0.0
Chhattisgarh,2019,FC Grant: Rural Local Bodies,1415.89
Chhattisgarh,2019,FC Grant: SDMF,0.0
Chhattisgarh,2019,FC Grant: SDRF,177.3
Chhattisgarh,2019,FC Grant: Urban Local Bodies,451.56
Chhattisgarh,2019,Grants in Aid,13611.24
Chhattisgarh,2019,Motor Vehicle Tax,1274.85
Chhattisgarh,2019,Non-Debt Capital Receipts,261.47999999999996
Chhattisgarh,2019,Non-Tax Revenue,7933.77
Chhattisgarh,2019,SGST,7894.82
Chhattisgarh,2019,SOTR,22117.85
Chhattisgarh,2019,Sales/Trade Tax,3931.37
Chhattisgarh,2019,Share in Union Taxes,20205.84
Chhattisgarh,2019,Stamps & Registration,1634.63
Chhattisgarh,2019,State Excise,4952.36
Chhattisgarh,2019,Total Revenue Receipts,63868.7
Chhattisgarh,2020,Capital: Internal Debt,17961.37
Chhattisgarh,2020,Capital: Loan Recoveries,104.8
Chhattisgarh,2020,Capital: Loans from Centre,3620.31
Chhattisgarh,2020,Capital: Misc Receipts,4.85
Chhattisgarh,2020,Capital: Public Debt Receipts,21581.68
Chhattisgarh,2020,FC Grant: Health,0.0
Chhattisgarh,2020,FC Grant: Others,0.0
Chhattisgarh,2020,FC Grant: Revenue Deficit,0.0
Chhattisgarh,2020,FC Grant: Rural Local Bodies,1454.0
Chhattisgarh,2020,FC Grant: SDMF,86.4
Chhattisgarh,2020,FC Grant: SDRF,345.6
Chhattisgarh,2020,FC Grant: Urban Local Bodies,403.5
Chhattisgarh,2020,Grants in Aid,12812.49
Chhattisgarh,2020,Motor Vehicle Tax,1148.07
Chhattisgarh,2020,Non-Debt Capital Receipts,109.64999999999999
Chhattisgarh,2020,Non-Tax Revenue,7136.950000000001
Chhattisgarh,2020,SGST,7925.01
Chhattisgarh,2020,SOTR,22889.2
Chhattisgarh,2020,Sales/Trade Tax,4236.04
Chhattisgarh,2020,Share in Union Taxes,20337.54
Chhattisgarh,2020,Stamps & Registration,1584.94
Chhattisgarh,2020,State Excise,4635.8
